NOC,Description,NOC_Description,Industry,Variable,Geographic Area,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Demand,British Columbia,2229,2224,2216,2218,2223,2233,2254,2276,2302,2331,2361
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Demand,Mainland South West,452,464,469,474,480,486,491,495,501,506,512
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Demand,Vancouver Island Coast,1576,1582,1577,1577,1575,1578,1593,1609,1629,1650,1672
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Demand,North,54,51,51,51,51,52,52,52,52,53,53
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Demand,South East,147,127,119,116,116,117,118,119,121,122,124
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Supply,British Columbia,2210,2232,2223,2225,2227,2233,2252,2274,2299,2325,2353
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Supply,Mainland South West,455,467,475,483,491,498,502,505,509,513,517
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Supply,Vancouver Island Coast,1558,1584,1577,1575,1569,1567,1581,1599,1618,1639,1660
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Supply,North,54,52,52,51,51,51,52,52,52,53,53
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Labour Force Supply,South East,142,128,119,115,115,115,116,118,120,122,124
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Supply less Demand,British Columbia,-19,8,7,6,4,0,-2,-2,-3,-5,-7
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Supply less Demand,Mainland South West,4,3,6,9,11,12,12,10,8,6,4
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Supply less Demand,Vancouver Island Coast,-17,2,0,-2,-6,-11,-12,-10,-11,-11,-11
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Supply less Demand,North,0,1,0,0,0,0,0,0,0,0,0
#4313,"Non-commissioned ranks of the Canadian Forces							","#4313Non-commissioned ranks of the Canadian Forces							",All Industries,Supply less Demand,South East,-5,2,0,-1,-1,-1,-1,-1,-1,-1,-1
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Demand,British Columbia,12445,12397,12414,12516,12631,12748,12870,12996,13110,13221,13327
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Demand,Mainland South West,8869,8771,8757,8822,8902,8987,9073,9157,9225,9291,9352
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Demand,Vancouver Island Coast,1472,1487,1496,1507,1521,1536,1550,1568,1589,1611,1633
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Demand,North,772,794,806,817,824,826,830,836,841,844,844
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Demand,South East,1332,1345,1356,1371,1384,1400,1417,1434,1454,1476,1498
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Supply,British Columbia,12500,12521,12554,12670,12819,12944,13052,13154,13243,13322,13397
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Supply,Mainland South West,8901,8879,8899,8993,9116,9216,9287,9342,9380,9411,9439
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Supply,Vancouver Island Coast,1491,1492,1494,1503,1513,1523,1538,1558,1578,1600,1622
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Supply,North,774,804,812,816,821,822,827,833,840,844,847
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Labour Force Supply,South East,1335,1347,1349,1357,1369,1383,1400,1421,1445,1467,1489
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Supply less Demand,British Columbia,55,125,140,154,189,196,182,158,133,101,70
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Supply less Demand,Mainland South West,32,108,142,172,214,229,214,185,154,120,87
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Supply less Demand,Vancouver Island Coast,19,6,-2,-4,-8,-13,-12,-11,-11,-11,-11
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Supply less Demand,North,2,10,6,0,-3,-4,-4,-3,-1,1,3
#4411,"Home child care providers									","#4411Home child care providers									",All Industries,Supply less Demand,South East,3,1,-7,-14,-15,-17,-16,-13,-9,-9,-9
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Demand,British Columbia,14622,14833,14985,15203,15452,15706,15991,16284,16607,16937,17272
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Demand,Mainland South West,8032,8122,8210,8336,8487,8638,8800,8959,9135,9314,9498
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Demand,Vancouver Island Coast,3624,3689,3724,3775,3824,3875,3943,4019,4099,4183,4267
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Demand,North,786,802,810,821,835,849,863,876,891,906,920
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Demand,South East,2180,2220,2242,2271,2305,2343,2385,2430,2482,2534,2587
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Supply,British Columbia,14638,14916,15085,15315,15590,15844,16115,16391,16689,16986,17290
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Supply,Mainland South West,8025,8190,8323,8485,8678,8846,8993,9126,9269,9414,9564
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Supply,Vancouver Island Coast,3641,3694,3717,3761,3801,3841,3908,3986,4067,4150,4233
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Supply,North,791,812,816,820,832,843,858,873,889,905,921
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Labour Force Supply,South East,2181,2220,2230,2248,2279,2313,2356,2406,2464,2517,2570
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Supply less Demand,British Columbia,16,83,100,112,138,138,124,107,81,49,17
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Supply less Demand,Mainland South West,-7,67,113,149,191,207,193,167,134,100,66
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Supply less Demand,Vancouver Island Coast,18,5,-7,-14,-24,-34,-35,-32,-33,-33,-33
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Supply less Demand,North,5,11,6,0,-3,-5,-5,-4,-2,-1,1
#4412,"Home support workers, housekeepers and related occupations					","#4412Home support workers, housekeepers and related occupations					",All Industries,Supply less Demand,South East,2,0,-12,-23,-26,-30,-29,-24,-18,-17,-17
#4413,"Elementary and secondary school teacher assistants						","#4413Elementary and secondary school teacher assistants						",All Industries,Labour Force Demand,British Columbia,17235,17450,17525,17663,17644,17669,17776,17943,18156,18352,18533
